Any,zona,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,C_VELOCITAT_VIA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,hor,grupHor,tipAcc,tipDia,Mes,Mortalitat
2016,0,20,1,0,1,1,2,2,0,0,0,0,2,0,100.0,0,0,11,4,0,2,2,0,1,3,0,5,5,0,5,4,1,2,0,13.45,0,4,1,7,0
2016,1,5,0,0,1,0,1,2,0,0,1,0,1,0,50.0,0,3,11,4,0,2,1,1,1,6,0,5,3,2,5,5,5,4,0,18.24,2,4,2,10,0
2016,1,13,0,0,1,1,2,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,1,0,4,2,0,6,0,2,5,5,5,4,0,21.08,2,4,0,1,0
2016,1,13,0,0,1,0,1,2,1,0,0,0,0,1,100.0,0,3,11,4,0,2,1,0,1,2,0,1,0,2,5,5,5,4,0,18.35,2,1,1,5,0
2016,1,8,3,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,0,0,3,2,0,1,1,2,5,5,5,4,0,21.58,2,1,1,9,0
2016,1,8,3,0,1,1,2,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,18.5,2,4,3,5,0
2016,0,11,0,0,1,2,3,2,0,0,0,0,2,0,100.0,0,2,11,4,0,2,2,0,2,3,0,3,5,0,5,4,4,2,0,8.48,0,4,2,1,0
2016,1,13,0,0,1,1,2,2,1,0,0,1,0,0,100.0,0,3,4,4,0,2,2,0,1,3,0,1,5,2,5,5,5,4,0,13.29,0,1,1,9,0
2016,0,37,3,0,1,0,1,2,0,0,0,1,1,0,50.0,0,0,11,4,0,2,2,1,0,3,0,5,5,0,5,4,4,2,0,22.0,1,4,1,6,0
2016,0,3,2,0,1,0,1,1,0,1,0,0,0,0,30.0,0,2,11,4,0,2,2,1,1,3,0,2,5,0,1,3,3,3,0,19.31,2,2,1,5,0
2016,1,41,0,0,2,0,2,2,0,0,1,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,6,5,2,5,5,5,4,0,20.4,2,4,0,12,0
2016,0,41,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,2,11,4,0,2,1,0,4,4,0,7,3,0,5,4,1,2,0,2.02,1,5,0,4,0
2016,1,8,3,0,1,1,2,3,0,2,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,16.5,2,4,1,4,0
2016,1,42,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,0,11,4,0,2,1,0,1,6,0,3,0,2,5,5,5,4,0,14.09,2,4,1,6,0
2016,0,14,0,0,1,2,3,2,0,0,0,0,1,1,100.0,0,2,11,4,0,2,2,0,2,3,0,3,5,0,5,4,1,3,0,19.29,2,4,3,4,0
2016,1,42,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,1,0,1,4,0,10,2,2,5,5,5,4,0,16.55,2,5,1,10,0
2016,1,35,1,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,2,1,5,2,5,5,5,4,0,18.49,2,1,1,7,0
2016,1,7,0,0,1,0,1,2,0,0,1,0,1,0,100.0,0,0,11,4,0,2,1,0,1,5,0,5,0,2,5,5,5,4,0,12.45,0,4,1,8,0
2016,0,32,1,0,1,0,1,1,0,0,0,1,0,0,100.0,0,2,11,4,0,2,2,0,1,3,0,7,5,0,5,4,2,3,0,13.06,0,5,1,5,0
2016,1,41,0,0,1,0,1,5,0,0,0,0,5,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,7.1,0,4,3,8,0
2016,0,13,0,0,1,0,1,3,0,0,0,1,1,1,80.0,0,3,11,4,0,2,2,1,4,3,2,6,5,0,5,2,5,4,0,9.13,0,4,1,7,0
2016,0,30,3,0,1,0,1,2,0,0,0,1,1,0,100.0,0,2,11,4,0,2,2,0,1,3,0,2,5,0,5,4,1,3,0,16.53,2,2,1,6,0
2016,1,7,0,0,1,0,1,2,1,0,0,0,1,0,30.0,0,0,11,4,3,2,0,1,4,5,2,1,2,2,5,5,5,4,0,18.3,2,1,1,10,0
2016,0,2,0,0,1,0,1,2,0,2,0,0,0,0,100.0,0,0,11,4,0,2,0,0,1,4,0,2,3,0,5,4,1,3,0,8.44,0,2,1,4,0
2016,1,41,0,0,1,0,1,1,0,0,1,0,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,0,5,2,5,5,5,4,0,3.45,1,0,0,10,0
2016,1,13,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,0,4,5,2,5,5,5,4,0,17.2,2,4,1,10,0
2016,0,7,0,0,5,0,5,2,0,0,0,0,2,0,100.0,0,2,11,4,0,2,2,0,1,3,0,3,5,0,5,4,1,2,0,13.58,0,4,0,10,0
2016,0,9,3,1,0,1,2,1,0,0,0,0,0,1,50.0,0,2,11,4,0,2,2,1,5,3,0,7,5,0,5,4,1,3,0,22.15,1,5,1,12,1
2016,1,13,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,3,11,4,3,2,1,0,4,2,0,1,3,2,2,5,5,4,0,19.4,2,1,1,3,0
2016,0,13,0,0,1,0,1,2,0,0,0,1,1,0,80.0,0,1,11,4,3,2,0,1,2,6,2,4,1,0,5,4,1,2,0,8.28,0,4,1,12,0
2016,1,21,0,0,1,2,3,4,0,3,0,0,1,0,50.0,0,0,11,4,0,2,2,1,1,3,0,4,5,1,5,4,2,2,0,9.0,0,4,3,4,0
2016,0,9,3,1,0,0,1,2,0,0,0,0,1,0,100.0,0,2,11,4,3,2,1,0,2,4,0,5,0,0,5,4,1,2,0,16.3,2,4,1,4,1
2016,1,34,2,0,1,0,1,2,0,1,0,0,1,0,100.0,0,0,11,4,0,2,1,0,1,6,0,6,0,2,5,5,2,2,0,12.35,0,4,1,12,0
2016,0,7,0,0,1,0,1,2,0,0,0,1,1,0,40.0,0,1,6,4,0,2,1,1,1,4,2,6,2,0,5,4,1,3,0,12.11,0,4,1,1,0
2016,1,13,0,0,1,1,2,2,1,0,0,1,0,0,100.0,0,3,11,4,0,2,1,0,4,2,0,1,0,2,5,5,5,4,0,20.35,2,1,1,1,0
2016,1,9,3,0,1,0,1,2,0,0,0,1,1,0,100.0,0,0,11,4,0,2,1,0,1,4,0,5,3,2,5,5,5,4,0,15.3,2,4,1,8,0
2016,0,11,0,0,1,0,1,3,0,1,0,0,2,0,100.0,0,1,11,4,3,2,2,0,2,3,0,6,5,0,5,4,1,3,3,16.5,2,4,1,5,0
2016,0,39,2,0,1,0,1,2,0,0,0,1,1,0,100.0,0,0,11,4,0,2,2,0,2,3,0,3,5,0,5,0,3,2,0,15.53,2,4,1,9,0
2016,0,41,0,0,1,0,1,2,0,0,0,0,0,2,40.0,0,2,11,4,3,2,2,1,1,3,0,5,5,0,5,4,1,3,0,11.23,0,4,1,11,0
2016,1,13,0,1,0,0,1,2,1,0,0,0,0,1,100.0,0,3,4,4,0,2,2,0,1,3,0,1,5,2,5,5,5,4,0,17.05,2,1,1,9,1
2016,0,42,0,0,1,3,4,3,0,0,0,0,3,0,100.0,0,2,11,4,0,2,2,0,1,3,0,3,5,0,5,4,4,2,0,8.15,0,4,0,8,0
2016,0,5,0,1,0,1,2,2,0,0,0,0,1,1,80.0,0,1,11,4,0,2,1,1,1,4,0,3,3,0,5,4,1,3,0,11.36,0,4,1,5,1
2016,1,19,1,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,1,5,1,5,4,5,4,3,15.5,2,1,0,1,0
2016,0,41,0,0,1,0,1,1,0,0,0,0,1,0,30.0,0,0,11,4,3,2,2,1,2,3,2,7,5,0,5,4,1,3,0,16.31,2,5,1,3,0
2016,1,11,0,0,1,0,1,1,0,0,1,0,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,0,5,2,5,5,5,4,0,20.25,2,0,0,10,0
2016,0,3,2,0,1,2,3,2,0,0,0,0,1,1,100.0,0,2,11,4,0,2,2,1,1,3,0,3,5,0,5,4,1,2,0,11.5,0,4,1,6,0
2016,0,22,0,0,5,5,10,4,0,0,0,0,4,0,100.0,0,2,11,4,0,2,2,0,2,3,0,3,5,0,5,4,1,3,0,14.5,2,4,2,7,0
2016,0,5,0,0,1,2,3,2,0,0,0,0,2,0,100.0,0,2,11,4,0,2,2,0,1,3,0,6,5,0,5,4,1,3,0,19.05,2,4,2,4,0
2016,0,41,0,0,1,0,1,2,0,0,0,1,0,1,100.0,0,2,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,3,0,13.47,0,5,1,1,0
2016,1,13,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,3,4,4,0,2,2,0,1,3,0,1,5,2,5,5,5,4,0,18.1,2,1,3,1,0
2016,1,13,0,0,1,1,2,2,0,1,0,1,0,0,100.0,0,3,3,4,0,2,1,0,4,2,2,5,0,2,5,5,5,4,0,20.08,2,4,1,2,0
2016,0,1,1,0,1,2,3,3,0,0,0,0,3,0,80.0,0,2,11,4,0,2,2,1,5,3,0,6,5,0,5,4,2,2,0,22.04,1,4,1,12,0
2016,1,7,0,0,1,0,1,2,0,0,0,0,1,1,100.0,0,0,11,4,0,2,1,0,1,4,0,0,0,2,5,5,5,4,0,14.0,2,0,3,9,0
2016,0,16,3,0,1,0,1,2,0,0,0,1,1,0,100.0,0,1,11,4,0,2,2,0,1,3,0,2,5,0,5,4,1,3,0,12.1,0,2,2,4,0
2016,1,13,0,0,1,0,1,2,1,0,0,0,0,1,100.0,0,3,11,4,0,2,1,0,1,2,0,1,3,2,5,5,5,4,0,14.35,2,1,3,10,0
2016,1,13,0,0,1,1,2,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,0,2,5,2,5,5,5,4,0,9.15,0,2,0,10,0
2016,0,41,0,0,1,1,2,2,0,0,0,0,2,0,100.0,0,2,11,4,3,2,2,0,3,3,2,7,5,0,5,4,1,3,0,23.17,1,5,1,12,0
2016,1,41,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,2,5,5,5,4,0,13.3,0,1,1,1,0
2016,0,34,2,0,1,1,2,2,0,0,0,0,1,1,100.0,0,2,11,4,0,2,2,0,1,3,0,5,5,0,5,4,4,2,0,18.08,2,4,1,5,0
2016,0,35,1,1,1,0,2,3,2,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,1,5,0,5,4,4,2,0,15.02,2,1,1,5,1
2016,1,42,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,1,5,2,5,5,5,4,0,10.0,0,1,2,4,0
2016,1,13,0,0,1,1,2,2,1,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,0,1,5,2,5,5,5,4,0,18.4,2,1,1,6,0
2016,0,11,0,0,2,2,4,3,0,1,0,0,2,0,90.0,0,0,11,4,0,2,2,1,2,3,0,3,5,0,5,4,1,2,0,11.18,0,4,2,12,0
2016,0,10,1,0,1,4,5,3,0,0,0,0,3,0,80.0,0,0,6,4,0,2,2,1,1,3,2,4,5,0,5,4,1,3,3,18.04,2,4,2,7,0
2016,1,41,0,0,1,1,2,2,0,0,0,0,2,0,100.0,0,0,11,4,4,2,2,0,4,3,0,3,5,1,5,4,1,3,0,19.05,2,4,1,10,0
2016,1,0,3,0,1,0,1,2,1,0,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,2,5,5,5,4,0,12.0,0,1,3,10,0
2016,0,37,3,0,1,0,1,2,0,0,0,0,1,1,100.0,0,0,11,4,0,2,2,0,1,3,2,4,5,0,5,4,0,3,0,10.28,0,4,1,1,0
2016,1,13,0,0,1,0,1,3,0,0,0,1,2,0,100.0,0,3,11,4,0,2,1,0,1,2,2,6,0,2,5,5,5,4,0,17.2,2,4,1,7,0
2016,1,25,0,0,1,0,1,2,1,1,0,0,0,0,100.0,0,0,11,4,0,2,2,0,0,3,0,1,5,2,5,5,3,3,0,20.5,2,1,3,7,0
2016,1,11,0,0,1,0,1,2,0,1,0,0,1,0,100.0,0,0,11,5,0,2,1,0,2,4,0,6,0,2,5,5,5,4,0,19.0,2,4,1,3,0
2016,0,7,0,0,1,0,1,3,0,0,1,0,2,0,100.0,0,0,11,4,0,2,2,0,2,3,0,6,5,0,5,4,4,2,0,18.48,2,4,1,9,0
2016,0,6,2,0,1,0,1,2,1,0,0,0,1,0,50.0,0,0,11,4,0,2,2,1,2,3,0,1,5,0,5,4,2,2,0,11.08,0,1,0,10,0
2016,0,11,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,0,11,4,0,2,2,1,5,3,0,4,5,0,5,4,2,2,0,18.45,2,4,1,2,0
2016,0,10,1,0,1,0,1,2,0,0,0,1,1,0,70.0,0,2,11,4,0,2,1,1,1,4,0,5,3,0,5,4,1,2,0,18.22,2,4,1,9,0
2016,1,25,0,0,1,0,1,2,0,1,0,0,1,0,100.0,0,0,11,4,0,2,1,0,1,4,0,5,2,1,5,4,3,2,0,7.45,0,4,3,9,0
2016,0,34,2,0,1,1,2,5,0,0,0,0,4,1,100.0,0,0,11,0,0,2,2,0,5,3,2,4,5,0,5,4,2,3,0,20.04,2,4,1,12,0
2016,1,8,3,0,1,0,1,1,0,0,0,1,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,2,5,2,5,5,5,4,0,11.3,0,2,1,4,0
2016,0,6,2,0,2,0,2,1,0,0,0,0,1,0,40.0,0,2,11,4,0,2,2,1,4,3,0,7,5,0,5,4,2,2,0,23.44,1,5,2,12,0
2016,1,41,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,1,0,1,2,0,1,0,2,5,5,3,3,0,11.08,0,1,2,12,0
2016,0,35,1,1,0,0,1,1,0,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,0,7,5,0,5,4,1,3,3,15.49,2,5,1,1,1
2016,0,20,1,0,2,1,3,4,0,0,0,0,4,0,100.0,0,4,11,4,4,2,2,0,2,3,0,3,5,0,5,4,2,3,0,18.3,2,4,0,5,0
2016,1,10,1,0,1,0,1,2,0,0,1,0,1,0,100.0,0,0,11,4,0,2,2,0,1,3,2,6,5,2,5,5,5,4,0,11.37,0,4,1,9,0
2016,0,8,3,0,1,0,1,2,0,0,0,0,1,1,100.0,0,0,11,4,4,2,2,0,5,3,2,5,5,0,5,4,2,2,3,21.03,2,4,1,4,0
2016,1,8,3,0,1,0,1,5,1,0,0,0,0,4,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,2,5,5,5,4,0,1.33,1,1,0,5,0
2016,0,20,1,0,1,1,2,2,0,0,0,1,0,1,40.0,0,2,11,4,0,2,0,1,1,6,0,4,1,0,5,4,0,2,0,12.2,0,4,0,7,0
2016,0,11,0,0,1,3,4,7,0,0,0,0,5,2,100.0,0,0,11,4,0,2,2,1,1,3,2,4,5,0,5,4,2,2,0,18.3,2,4,1,7,0
2016,1,41,0,0,1,2,3,2,0,0,0,0,2,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,12.45,0,4,1,6,0
2016,1,8,3,1,0,0,1,2,0,0,0,0,2,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,9.27,0,4,1,7,1
2016,0,15,1,0,1,2,3,2,0,0,0,0,1,1,60.0,0,0,11,4,0,2,1,1,5,4,0,5,0,0,5,4,1,2,0,19.13,2,4,0,2,0
2016,0,30,3,0,1,0,1,1,0,0,0,0,1,0,60.0,0,0,11,5,0,2,2,1,5,3,0,7,5,0,5,4,2,2,0,5.04,1,5,1,8,0
2016,1,13,0,0,2,0,2,2,0,1,0,1,0,0,100.0,0,3,11,4,0,2,1,0,1,5,2,5,3,2,5,5,5,4,0,18.45,2,4,1,9,0
2016,0,35,1,0,1,0,1,2,0,0,0,1,1,0,100.0,0,2,11,4,0,2,1,0,1,6,0,6,3,0,5,4,1,3,0,10.5,0,4,0,8,0
2016,0,17,0,0,1,0,1,2,0,0,0,1,0,1,60.0,0,4,11,4,0,2,2,1,1,3,0,6,5,0,5,4,1,3,0,10.25,0,4,1,11,0
2016,0,13,0,0,1,1,2,5,0,0,0,2,3,0,80.0,0,1,11,4,0,2,2,1,4,3,2,0,5,0,5,4,1,3,0,22.02,1,0,3,8,0
2016,0,42,0,0,1,5,6,2,0,0,0,0,2,0,50.0,0,2,11,5,0,2,1,1,5,4,0,5,0,0,5,4,4,3,0,18.47,2,4,2,12,0
2016,1,5,0,0,1,0,1,2,0,0,1,0,1,0,50.0,0,0,11,4,0,2,1,1,1,6,0,5,3,2,5,5,3,4,0,11.15,0,4,1,10,0
2016,0,32,1,0,1,0,1,1,0,0,0,0,1,0,100.0,0,2,11,4,0,2,2,0,0,3,0,7,5,0,5,4,2,2,0,1.21,1,5,1,6,0
2016,1,41,0,0,1,0,1,1,1,0,0,0,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,2,5,5,5,4,0,2.5,1,1,2,7,0
2016,1,42,0,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,3,2,2,0,4,3,0,1,5,2,5,5,5,4,0,18.15,2,1,1,12,0
2016,0,41,0,0,1,0,1,4,0,0,0,1,3,0,100.0,0,0,11,4,3,2,0,1,2,6,2,4,1,0,5,4,2,2,3,8.38,0,4,1,2,0
2016,1,13,0,0,1,0,1,2,1,0,0,1,0,0,100.0,0,3,11,4,0,2,1,0,4,2,2,1,0,2,5,5,5,4,0,0.3,1,1,2,5,0
2016,0,14,0,0,1,0,1,2,0,0,0,1,1,0,100.0,0,2,11,4,0,2,2,0,1,3,0,3,5,0,2,3,0,3,0,13.47,0,4,0,2,0
2016,0,10,1,0,1,0,1,3,0,0,0,1,2,0,100.0,0,2,11,4,0,2,2,0,1,3,0,6,5,0,5,4,4,2,0,18.4,2,4,1,8,0
2016,1,12,3,0,1,0,1,2,1,0,0,0,1,0,40.0,0,3,11,4,0,2,1,1,4,2,0,1,0,2,5,5,5,4,0,20.0,2,1,1,1,0
2016,1,20,1,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,3,2,1,0,2,2,0,1,3,2,5,5,5,4,0,16.3,2,1,1,11,0
2016,0,21,0,0,1,0,1,2,0,1,0,0,1,0,40.0,0,0,11,4,0,2,1,1,1,6,2,5,2,0,5,4,2,2,0,11.09,0,4,1,3,0
2016,0,10,1,0,1,1,2,3,0,2,0,0,1,0,100.0,0,2,11,4,0,2,2,0,1,3,0,0,5,0,5,4,1,3,0,12.17,0,0,0,1,0
2016,0,41,0,1,0,0,1,3,0,0,0,1,2,0,100.0,0,3,11,4,0,2,2,0,1,3,1,6,5,0,5,4,5,4,0,18.58,2,4,3,8,1
2016,1,41,0,0,1,1,2,2,0,0,0,2,0,0,100.0,0,3,11,4,0,2,2,0,1,3,1,3,5,2,5,5,5,4,0,18.25,2,4,1,10,0
2016,1,13,0,0,1,0,1,2,0,0,1,0,1,0,100.0,0,3,3,4,0,2,1,0,1,2,2,5,0,2,5,5,5,4,0,16.3,2,4,1,12,0
2016,0,11,0,0,1,1,2,1,0,0,0,0,1,0,80.0,0,0,11,4,3,2,2,1,2,3,2,12,5,0,5,4,1,3,0,11.0,0,3,2,4,0
2016,1,13,0,0,1,1,2,2,0,0,0,2,0,0,100.0,0,3,11,4,0,2,1,0,1,2,2,5,0,2,5,5,5,4,0,18.55,2,4,1,9,0
2012,1,41,0,0,1,3,4,15,0,0,0,0,14,1,100.0,0,3,11,4,0,2,2,0,1,3,1,0,5,2,5,5,5,4,0,1.4,1,0,2,2,0
2014,1,42,0,0,1,0,1,4,0,0,0,0,4,0,100.0,0,0,11,4,0,2,2,0,1,3,0,5,5,2,5,5,5,4,0,18.1,2,4,1,8,0
2012,1,13,0,0,1,0,1,4,1,0,0,0,3,0,100.0,0,3,11,4,0,2,1,0,1,2,2,1,0,2,5,5,5,4,0,18.2,2,1,2,5,0
2011,1,42,0,0,1,0,1,8,0,0,0,0,7,1,100.0,0,0,11,4,0,2,2,0,4,3,0,12,5,2,5,5,5,4,0,5.23,1,3,1,6,0
2016,1,8,3,0,1,1,2,3,0,0,1,0,2,0,100.0,0,3,11,4,0,2,1,0,1,4,1,5,2,1,5,4,5,4,0,9.1,0,4,1,3,0
2015,0,28,2,0,2,0,2,2,0,0,0,0,1,1,40.0,0,0,11,4,0,2,2,1,0,3,2,4,5,0,5,2,0,3,0,7.48,0,4,0,10,0
2012,1,12,3,0,1,0,1,2,0,0,1,0,1,0,40.0,0,3,11,4,0,2,2,1,1,3,0,12,5,2,5,5,5,4,0,15.45,2,3,1,6,0
2014,1,21,0,0,1,0,1,6,0,0,2,1,3,0,30.0,0,0,11,4,0,2,1,1,1,4,2,5,0,2,5,5,5,4,0,8.04,0,4,2,11,0
2014,1,11,0,0,2,0,2,2,0,0,0,0,2,0,100.0,0,3,11,4,0,2,2,0,1,3,1,12,5,2,5,5,5,4,0,15.5,2,3,1,10,0
2013,1,41,0,0,1,1,2,6,0,0,0,0,6,0,100.0,0,0,11,4,0,2,2,0,1,3,0,12,5,1,5,4,3,2,0,7.25,0,3,0,6,0
2015,1,17,0,1,0,0,1,2,1,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,3,3,0,1,5,2,5,5,5,4,0,1.3,1,1,0,5,1
2010,0,20,1,0,1,0,1,2,0,0,0,0,1,1,100.0,0,4,11,4,0,2,2,0,5,3,0,12,5,0,5,4,2,2,0,18.05,2,3,1,12,0
2011,1,13,0,1,0,0,1,9,0,0,1,7,1,0,100.0,0,3,11,4,0,2,1,0,4,5,0,7,0,2,5,5,5,4,0,2.38,1,5,1,2,1
2012,1,41,0,0,1,0,1,2,0,0,0,0,2,0,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,15.0,2,4,0,11,0
2015,0,15,1,0,1,0,1,2,0,0,0,1,1,0,100.0,0,2,11,4,0,2,2,0,1,3,2,2,5,0,5,3,3,3,0,17.32,2,2,2,7,0
2010,1,8,3,0,1,0,1,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,0,10,5,2,5,5,5,4,0,14.0,2,5,1,3,0
2012,1,19,1,0,1,1,2,3,0,2,0,0,1,0,100.0,0,0,11,3,3,2,0,0,2,1,0,12,0,2,2,5,5,4,0,11.26,0,3,1,3,0
2014,1,23,3,0,1,1,2,2,0,0,0,1,1,0,100.0,0,0,11,4,0,2,2,0,2,3,0,2,5,2,5,5,5,4,0,17.45,2,2,0,5,0
2011,1,37,3,0,1,0,1,3,0,0,0,1,2,0,100.0,0,3,11,4,0,2,2,0,1,3,1,3,5,2,5,5,5,4,0,12.15,0,4,0,7,0
2014,1,8,3,0,1,0,1,3,0,0,1,0,2,0,100.0,0,0,11,4,0,2,1,0,1,4,0,3,3,2,5,5,5,4,3,8.45,0,4,1,3,0
2010,0,41,0,0,1,0,1,4,1,0,0,0,3,0,100.0,0,0,0,3,0,2,0,0,1,6,2,1,0,0,5,4,3,3,0,11.3,0,1,1,5,0
2010,0,10,1,0,1,0,1,4,0,0,1,0,2,1,70.0,0,0,11,4,0,2,2,1,4,3,0,4,5,0,5,4,4,2,0,2.3,1,4,2,5,0
2010,0,8,3,1,0,0,1,2,0,0,0,0,1,1,100.0,0,4,11,4,0,2,2,0,1,3,0,10,5,0,5,4,0,2,0,19.21,2,5,0,3,1
2015,1,13,0,0,1,1,2,5,0,0,0,1,4,0,100.0,0,3,11,4,0,2,1,0,4,2,2,6,0,2,5,5,5,4,0,21.3,2,4,1,12,0
2010,1,41,0,0,1,0,1,10,0,0,0,0,9,1,30.0,0,0,11,4,0,2,2,1,1,3,0,5,5,2,5,5,5,4,0,12.5,0,4,1,12,0
2012,1,13,0,0,1,0,1,6,0,0,1,3,2,0,100.0,0,3,11,4,0,2,1,0,1,2,2,6,0,2,5,5,5,4,0,10.2,0,4,1,12,0
2013,1,37,3,0,1,0,1,2,0,0,0,0,2,0,100.0,0,0,11,4,3,2,1,0,4,3,0,12,2,2,5,5,5,4,0,1.0,1,3,3,3,0
2010,1,13,0,0,1,0,1,3,0,0,0,1,2,0,100.0,0,3,11,4,0,2,1,0,1,4,2,5,3,2,5,5,5,4,0,15.45,2,4,3,3,0
2012,0,34,2,0,4,0,4,2,0,0,0,0,1,0,100.0,0,2,11,4,0,2,2,0,1,3,0,10,5,0,5,4,2,3,0,12.39,0,5,2,1,0
2016,0,2,0,0,1,2,3,3,1,0,0,0,1,0,100.0,0,0,11,0,0,2,2,0,1,3,2,1,5,0,5,4,2,2,0,19.3,2,1,0,8,0
2012,1,41,0,0,1,3,4,6,0,0,0,0,5,1,100.0,0,3,11,4,0,2,2,0,1,3,1,5,5,2,5,5,5,4,0,17.46,2,4,2,7,0
2014,1,31,3,0,1,0,1,2,0,0,0,0,2,0,40.0,0,0,11,4,0,2,2,1,4,3,0,12,5,2,5,5,5,4,0,23.27,1,3,1,9,0
2015,1,13,0,0,1,1,2,6,0,0,0,1,5,0,100.0,0,3,11,4,0,2,1,0,1,2,2,5,0,2,5,5,5,4,0,11.0,0,4,1,6,0
2016,1,7,0,0,1,0,1,3,0,0,0,1,2,0,100.0,0,0,11,4,0,2,2,0,0,3,2,2,5,2,5,5,5,4,0,17.25,2,2,2,12,0
2012,1,41,0,0,1,0,1,4,0,0,0,0,4,0,100.0,0,3,11,4,0,2,2,0,1,3,1,12,5,2,5,5,5,4,0,3.45,1,3,1,10,0
2015,1,21,0,0,1,0,1,4,0,0,1,0,3,0,100.0,0,3,11,4,0,2,2,0,1,3,1,10,5,2,5,5,5,4,0,6.03,0,5,0,8,0
2010,1,13,0,0,2,0,2,2,0,0,0,1,1,0,100.0,0,3,11,4,0,2,2,0,1,3,2,12,5,2,5,5,5,4,0,11.55,0,3,3,1,0
2010,0,41,0,0,1,0,1,1,0,0,0,0,1,0,100.0,0,1,11,4,0,2,2,0,3,3,0,12,5,0,5,4,1,3,0,2.1,1,3,0,2,0
2010,0,11,0,0,1,0,1,2,1,0,0,0,0,1,100.0,0,3,11,4,0,2,2,0,1,3,1,1,5,0,5,0,5,4,0,14.18,2,1,1,10,0
2010,1,13,0,0,1,0,1,1,0,0,0,1,0,0,80.0,0,3,11,4,0,2,2,1,1,3,0,2,5,2,5,5,5,4,0,12.35,0,2,1,8,0
2010,0,7,0,0,1,1,2,2,0,0,1,0,1,0,100.0,0,0,11,4,0,2,1,0,1,4,0,5,3,0,5,4,4,2,0,19.1,2,4,0,4,0
2010,0,1,1,0,1,0,1,2,1,0,0,0,1,0,100.0,0,0,11,4,0,2,2,0,5,3,0,1,5,0,5,4,1,2,0,6.37,0,1,2,10,0
2010,0,34,2,0,1,0,1,2,0,1,0,0,1,0,100.0,0,3,11,4,0,2,2,0,1,3,1,6,5,0,5,0,5,4,0,14.4,2,4,1,10,0
